,elementId,processId,concept:name,lifecycle:transition,time:timestamp,case:concept:name,case:LogType,resourceId,org:resource,resourceCost
6008,Activity_1df8of5,Process_1,Task D,complete,2023-06-15 09:39:01.199,241,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,3.9952833333333335
6009,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-15 09:39:01.199,241,MXML.EnactmentLog,,,
6010,Activity_1hsmk9h,Process_1,Task E,start,2023-06-15 09:39:01.199,241,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
6011,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-15 10:23:57.113,241,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,44.931900000000006
6012,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-15 10:23:57.113,241,MXML.EnactmentLog,,,
6013,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-15 10:23:57.113,241,MXML.EnactmentLog,,,
6014,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-15 10:23:57.113,241,MXML.EnactmentLog,,,
6015,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 14:06:41.019,77,MXML.EnactmentLog,,,
6016,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 14:06:41.019,77,MXML.EnactmentLog,,,
6017,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 14:06:41.019,77,MXML.EnactmentLog,,,
6018,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 14:06:41.019,77,MXML.EnactmentLog,,,
6019,Activity_10i2g12,Process_1,Task A,start,2023-06-09 14:06:41.019,77,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000017,
6020,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 14:11:10.068,77,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000017,3.7367916666666665
6021,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 14:11:10.068,77,MXML.EnactmentLog,,,
6022,Activity_0noog4x,Process_1,Task B,start,2023-06-09 14:11:10.068,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000006,
6023,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 14:14:00.608,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000006,2.8423333333333334
6024,Activity_1df8of5,Process_1,Task D,assign,2023-06-09 14:14:00.608,77,MXML.EnactmentLog,,,
6025,Activity_1df8of5,Process_1,Task D,start,2023-06-09 14:14:00.608,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,
6026,Activity_1df8of5,Process_1,Task D,complete,2023-06-09 14:24:24.901,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,10.404883333333334
6027,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 14:24:24.901,77,MXML.EnactmentLog,,,
6028,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 14:24:24.901,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,
6029,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 14:27:48.443,77,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,3.3923666666666668
6030,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 14:27:48.443,77,MXML.EnactmentLog,,,
6031,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 14:27:48.443,77,MXML.EnactmentLog,,,
6032,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 14:27:48.443,77,MXML.EnactmentLog,,,
6033,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-15 13:14:53.577,263,MXML.EnactmentLog,,,
6034,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-15 13:14:53.577,263,MXML.EnactmentLog,,,
6035,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-15 13:14:53.577,263,MXML.EnactmentLog,,,
6036,Activity_10i2g12,Process_1,Task A,assign,2023-06-15 13:14:53.577,263,MXML.EnactmentLog,,,
6037,Activity_10i2g12,Process_1,Task A,start,2023-06-15 13:14:53.577,263,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000016,
6038,Activity_10i2g12,Process_1,Task A,complete,2023-06-15 13:18:26.722,263,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000016,2.960347222222222
6039,Activity_0noog4x,Process_1,Task B,assign,2023-06-15 13:18:26.722,263,MXML.EnactmentLog,,,
6040,Activity_0noog4x,Process_1,Task B,start,2023-06-15 13:18:26.722,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,
6041,Activity_0noog4x,Process_1,Task B,complete,2023-06-15 13:29:06.841,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,10.66865
6042,Activity_1df8of5,Process_1,Task D,assign,2023-06-15 13:29:06.841,263,MXML.EnactmentLog,,,
6043,Activity_1df8of5,Process_1,Task D,start,2023-06-15 13:29:06.841,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
6044,Activity_1df8of5,Process_1,Task D,complete,2023-06-15 13:49:34.854,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,20.46688333333333
6045,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-15 13:49:34.854,263,MXML.EnactmentLog,,,
6046,Activity_1hsmk9h,Process_1,Task E,start,2023-06-15 13:49:34.854,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
6047,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-15 14:03:02.608,263,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,13.462566666666666
6048,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-15 14:03:02.608,263,MXML.EnactmentLog,,,
6049,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-15 14:03:02.608,263,MXML.EnactmentLog,,,
6050,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-15 14:03:02.608,263,MXML.EnactmentLog,,,
6051,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 09:52:55.065,53,MXML.EnactmentLog,,,
6052,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 09:52:55.065,53,MXML.EnactmentLog,,,
6053,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 09:52:55.065,53,MXML.EnactmentLog,,,
6054,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 09:52:55.065,53,MXML.EnactmentLog,,,
6055,Activity_10i2g12,Process_1,Task A,start,2023-06-09 09:52:55.065,53,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,
6056,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 09:56:57.939,53,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,3.3732499999999996
6057,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 09:56:57.939,53,MXML.EnactmentLog,,,
6058,Activity_0noog4x,Process_1,Task B,start,2023-06-09 09:56:57.939,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000006,
6059,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 10:21:13.542,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000006,24.260050000000003
6060,Activity_1df8of5,Process_1,Task D,assign,2023-06-09 10:21:13.542,53,MXML.EnactmentLog,,,
6061,Activity_1df8of5,Process_1,Task D,start,2023-06-09 10:21:13.542,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
6062,Activity_1df8of5,Process_1,Task D,complete,2023-06-09 10:26:07.492,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,4.899166666666667
6063,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 10:26:07.492,53,MXML.EnactmentLog,,,
6064,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 10:26:07.492,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
6065,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 10:42:48.247,53,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,16.67925
6066,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 10:42:48.247,53,MXML.EnactmentLog,,,
6067,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 10:42:48.247,53,MXML.EnactmentLog,,,
6068,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 10:42:48.247,53,MXML.EnactmentLog,,,
6069,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 09:42:17.742,52,MXML.EnactmentLog,,,
6070,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 09:42:17.742,52,MXML.EnactmentLog,,,
6071,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 09:42:17.742,52,MXML.EnactmentLog,,,
6072,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 09:42:17.742,52,MXML.EnactmentLog,,,
6073,Activity_10i2g12,Process_1,Task A,start,2023-06-09 09:42:17.742,52,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000001,
6074,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 09:46:54.506,52,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000001,3.843944444444445
6075,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 09:46:54.506,52,MXML.EnactmentLog,,,
6076,Activity_0noog4x,Process_1,Task B,start,2023-06-09 09:46:54.506,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
6077,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 09:53:47.130,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,6.877066666666667
6078,Activity_1df8of5,Process_1,Task D,assign,2023-06-09 09:53:47.130,52,MXML.EnactmentLog,,,
6079,Activity_08imrmf,Process_1,Task C,assign,2023-06-09 09:53:47.130,52,MXML.EnactmentLog,,,
6080,Activity_1df8of5,Process_1,Task D,start,2023-06-09 09:53:47.130,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,
6081,Activity_08imrmf,Process_1,Task C,start,2023-06-09 09:53:47.130,52,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,
6082,Activity_1df8of5,Process_1,Task D,complete,2023-06-09 09:57:49.699,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,4.042816666666667
6083,Activity_08imrmf,Process_1,Task C,complete,2023-06-09 09:58:10.741,52,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,3.6612638888888887
6084,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 09:58:10.741,52,MXML.EnactmentLog,,,
6085,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 09:58:10.741,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,
6086,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 10:04:51.581,52,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000008,6.680666666666666
6087,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 10:04:51.581,52,MXML.EnactmentLog,,,
6088,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 10:04:51.581,52,MXML.EnactmentLog,,,
6089,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 10:04:51.581,52,MXML.EnactmentLog,,,
6090,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 10:05:19.042,54,MXML.EnactmentLog,,,
6091,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 10:05:19.042,54,MXML.EnactmentLog,,,
6092,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 10:05:19.042,54,MXML.EnactmentLog,,,
6093,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 10:05:19.042,54,MXML.EnactmentLog,,,
6094,Activity_10i2g12,Process_1,Task A,start,2023-06-09 10:05:19.042,54,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000004,
6095,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 10:09:29.000,54,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000004,3.4716388888888887
6096,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 10:09:29.000,54,MXML.EnactmentLog,,,
6097,Activity_0noog4x,Process_1,Task B,start,2023-06-09 10:09:29.000,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
6098,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 10:23:40.790,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,14.196499999999999
6099,Activity_1df8of5,Process_1,Task D,assign,2023-06-09 10:23:40.790,54,MXML.EnactmentLog,,,
6100,Activity_1df8of5,Process_1,Task D,start,2023-06-09 10:23:40.790,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
6101,Activity_1df8of5,Process_1,Task D,complete,2023-06-09 10:29:08.195,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,5.4567499999999995
6102,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 10:29:08.195,54,MXML.EnactmentLog,,,
6103,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 10:29:08.195,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,
6104,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 10:31:39.613,54,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,2.523633333333333
6105,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 10:31:39.613,54,MXML.EnactmentLog,,,
6106,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 10:31:39.613,54,MXML.EnactmentLog,,,
6107,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 10:31:39.613,54,MXML.EnactmentLog,,,
6108,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 13:30:29.233,74,MXML.EnactmentLog,,,
6109,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 13:30:29.233,74,MXML.EnactmentLog,,,
6110,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 13:30:29.233,74,MXML.EnactmentLog,,,
6111,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 13:30:29.233,74,MXML.EnactmentLog,,,
6112,Activity_10i2g12,Process_1,Task A,start,2023-06-09 13:30:29.233,74,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,
6113,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 13:34:35.044,74,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000012,3.414041666666667
6114,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 13:34:35.044,74,MXML.EnactmentLog,,,
6115,Activity_0noog4x,Process_1,Task B,start,2023-06-09 13:34:35.044,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,
6116,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 13:42:29.624,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000004,7.909666666666666
6117,Activity_1df8of5,Process_1,Task D,assign,2023-06-09 13:42:29.624,74,MXML.EnactmentLog,,,
6118,Activity_1df8of5,Process_1,Task D,start,2023-06-09 13:42:29.624,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
6119,Activity_1df8of5,Process_1,Task D,complete,2023-06-09 13:48:42.960,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,6.222266666666667
6120,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 13:48:42.960,74,MXML.EnactmentLog,,,
6121,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 13:48:42.960,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,
6122,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 13:50:24.298,74,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000003,1.6889666666666665
6123,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 13:50:24.298,74,MXML.EnactmentLog,,,
6124,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 13:50:24.298,74,MXML.EnactmentLog,,,
6125,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 13:50:24.298,74,MXML.EnactmentLog,,,
6126,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-09 13:53:50.108,76,MXML.EnactmentLog,,,
6127,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-09 13:53:50.108,76,MXML.EnactmentLog,,,
6128,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-09 13:53:50.108,76,MXML.EnactmentLog,,,
6129,Activity_10i2g12,Process_1,Task A,assign,2023-06-09 13:53:50.108,76,MXML.EnactmentLog,,,
6130,Activity_10i2g12,Process_1,Task A,start,2023-06-09 13:53:50.108,76,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000016,
6131,Activity_10i2g12,Process_1,Task A,complete,2023-06-09 13:58:08.061,76,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000016,3.5826805555555548
6132,Activity_0noog4x,Process_1,Task B,assign,2023-06-09 13:58:08.061,76,MXML.EnactmentLog,,,
6133,Activity_0noog4x,Process_1,Task B,start,2023-06-09 13:58:08.061,76,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,
6134,Activity_0noog4x,Process_1,Task B,complete,2023-06-09 14:41:09.471,76,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000007,43.02349999999999
6135,Activity_08imrmf,Process_1,Task C,assign,2023-06-09 14:41:09.471,76,MXML.EnactmentLog,,,
6136,Activity_08imrmf,Process_1,Task C,start,2023-06-09 14:41:09.471,76,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,
6137,Activity_08imrmf,Process_1,Task C,complete,2023-06-09 14:47:03.696,76,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000002,4.919791666666667
6138,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-09 14:47:03.696,76,MXML.EnactmentLog,,,
6139,Activity_1hsmk9h,Process_1,Task E,start,2023-06-09 14:47:03.696,76,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
6140,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-09 14:56:12.923,76,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,9.153783333333331
6141,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-09 14:56:12.923,76,MXML.EnactmentLog,,,
6142,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-09 14:56:12.923,76,MXML.EnactmentLog,,,
6143,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-09 14:56:12.923,76,MXML.EnactmentLog,,,
6144,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-15 12:45:04.898,260,MXML.EnactmentLog,,,
6145,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-15 12:45:04.898,260,MXML.EnactmentLog,,,
6146,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-15 12:45:04.898,260,MXML.EnactmentLog,,,
6147,Activity_10i2g12,Process_1,Task A,assign,2023-06-15 12:45:04.898,260,MXML.EnactmentLog,,,
6148,Activity_10i2g12,Process_1,Task A,start,2023-06-15 12:45:04.898,260,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000011,
6149,Activity_10i2g12,Process_1,Task A,complete,2023-06-15 12:50:21.551,260,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000011,4.397958333333333
6150,Activity_0noog4x,Process_1,Task B,assign,2023-06-15 12:50:21.551,260,MXML.EnactmentLog,,,
6151,Activity_0noog4x,Process_1,Task B,start,2023-06-15 12:50:21.551,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,
6152,Activity_0noog4x,Process_1,Task B,complete,2023-06-15 13:15:07.333,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,24.763033333333333
6153,Activity_1df8of5,Process_1,Task D,assign,2023-06-15 13:15:07.333,260,MXML.EnactmentLog,,,
6154,Activity_1df8of5,Process_1,Task D,start,2023-06-15 13:15:07.333,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
6155,Activity_1df8of5,Process_1,Task D,complete,2023-06-15 13:16:21.210,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,1.2312833333333333
6156,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-15 13:16:21.210,260,MXML.EnactmentLog,,,
6157,Activity_1hsmk9h,Process_1,Task E,start,2023-06-15 13:16:21.210,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,
6158,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-15 13:28:30.382,260,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000009,12.152866666666666
6159,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-15 13:28:30.382,260,MXML.EnactmentLog,,,
6160,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-15 13:28:30.382,260,MXML.EnactmentLog,,,
6161,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-15 13:28:30.382,260,MXML.EnactmentLog,,,
6162,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-12 13:48:39.893,124,MXML.EnactmentLog,,,
6163,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-12 13:48:39.893,124,MXML.EnactmentLog,,,
6164,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-12 13:48:39.893,124,MXML.EnactmentLog,,,
6165,Activity_10i2g12,Process_1,Task A,assign,2023-06-12 13:48:39.893,124,MXML.EnactmentLog,,,
6166,Activity_10i2g12,Process_1,Task A,start,2023-06-12 13:48:39.893,124,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000009,
6167,Activity_10i2g12,Process_1,Task A,complete,2023-06-12 13:53:21.192,124,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000009,3.9069305555555554
6168,Activity_0noog4x,Process_1,Task B,assign,2023-06-12 13:53:21.192,124,MXML.EnactmentLog,,,
6169,Activity_0noog4x,Process_1,Task B,start,2023-06-12 13:53:21.192,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,
6170,Activity_0noog4x,Process_1,Task B,complete,2023-06-12 14:17:32.519,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000002,24.188783333333333
6171,Activity_1df8of5,Process_1,Task D,assign,2023-06-12 14:17:32.519,124,MXML.EnactmentLog,,,
6172,Activity_1df8of5,Process_1,Task D,start,2023-06-12 14:17:32.519,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,
6173,Activity_1df8of5,Process_1,Task D,complete,2023-06-12 14:18:31.442,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000005,0.98205
6174,Activity_1hsmk9h,Process_1,Task E,assign,2023-06-12 14:18:31.442,124,MXML.EnactmentLog,,,
6175,Activity_1hsmk9h,Process_1,Task E,start,2023-06-12 14:18:31.442,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,
6176,Activity_1hsmk9h,Process_1,Task E,complete,2023-06-12 14:21:30.236,124,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000010,2.9799
6177,Event_00yphyp,Process_1,EVENT 7 END,assign,2023-06-12 14:21:30.236,124,MXML.EnactmentLog,,,
6178,Event_00yphyp,Process_1,EVENT 7 END,start,2023-06-12 14:21:30.236,124,MXML.EnactmentLog,,,
6179,Event_00yphyp,Process_1,EVENT 7 END,complete,2023-06-12 14:21:30.236,124,MXML.EnactmentLog,,,
6180,StartEvent_1,Process_1,EVENT 1 START,assign,2023-06-15 09:20:22.638,240,MXML.EnactmentLog,,,
6181,StartEvent_1,Process_1,EVENT 1 START,start,2023-06-15 09:20:22.638,240,MXML.EnactmentLog,,,
6182,StartEvent_1,Process_1,EVENT 1 START,complete,2023-06-15 09:20:22.638,240,MXML.EnactmentLog,,,
6183,Activity_10i2g12,Process_1,Task A,assign,2023-06-15 09:20:22.638,240,MXML.EnactmentLog,,,
6184,Activity_10i2g12,Process_1,Task A,start,2023-06-15 09:20:22.638,240,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,
6185,Activity_10i2g12,Process_1,Task A,complete,2023-06-15 09:23:52.868,240,MXML.EnactmentLog,qbp_ce13eb58-27dd-4055-9696-e253e2881446,Resource 1-000003,2.919861111111111
6186,Activity_0noog4x,Process_1,Task B,assign,2023-06-15 09:23:52.868,240,MXML.EnactmentLog,,,
6187,Activity_0noog4x,Process_1,Task B,start,2023-06-15 09:23:52.868,240,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,
6188,Activity_0noog4x,Process_1,Task B,complete,2023-06-15 09:30:03.734,240,MXML.EnactmentLog,qbp_e1e99767-68be-41c0-b6ab-6db13a47e1ca,Resource 2-000001,6.1811
6189,Activity_08imrmf,Process_1,Task C,assign,2023-06-15 09:30:03.734,240,MXML.EnactmentLog,,,
